"","ResponseId","Employment","LearnCode","YearsCode","Gender","WorkExp","EdLevel","Country","Age","Ethnicity"
"59103",59103,"Employed","University","16","Man",7,"Master's degree","Germany","25-34 years old","European"
"59104",59104,"Employed","University","13","Man",11,"Bachelor degree","Brazil","25-34 years old","White"
"59107",59107,"Employed","University","10","Man",4,"Bachelor degree","Bangladesh","25-34 years old","Multiracial"
"59114",59114,"Employed","University","3","Man",11,"Bachelor degree","Armenia","25-34 years old","Multiracial"
"59115",59115,"Employed","Online Course","15","Other",1,"Master's degree","Georgia","25-34 years old","Multiracial"
"59116",59116,"Employed","University","6","Man",3,"Bachelor degree","United States of America","25-34 years old","White"
"59117",59117,"Employed","University","10","Man",6,"Bachelor degree","India","25-34 years old","Multiracial"
"59118",59118,"Employed","University","7","Man",1,"Bachelor degree","Mexico","18-24 years old","Multiracial"
"59119",59119,"Employed","University","44","Man",43,"Master's degree","United States of America","55-64 years old","Multiracial"
"59121",59121,"Employed","University","15","Man",15,"Master's degree","Mexico","25-34 years old","Multiracial"
"59124",59124,"Employed","University","15","Man",11,"Bachelor degree","United States of America","25-34 years old","White"
"59125",59125,"Employed","University","10","Man",6,"Bachelor degree","India","25-34 years old","Multiracial"
"59127",59127,"Employed","Bootcamp","4","Man",5,"Professional degree","Venezuela, Bolivarian Republic of...","18-24 years old","Multiracial"
"59128",59128,"Employed","Bootcamp","11","Man",6,"Bachelor degree","Brazil","25-34 years old","White"
"59132",59132,"Employed","University","4","Man",5,"Bachelor degree","Portugal","25-34 years old","White"
"59136",59136,"Employed","University","34","Man",31,"Master's degree","Finland","45-54 years old","European"
"59141",59141,"Employed","University","14","Man",10,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59142",59142,"Employed","University","10","Man",9,"Bachelor degree","Portugal","25-34 years old","Multiracial"
"59143",59143,"Employed","Online Course","2","Man",2,"Bachelor degree","United States of America","25-34 years old","Asian"
"59149",59149,"Employed","Online Course","3","Man",1,"Secondary school","Brazil","18-24 years old","Multiracial"
"59152",59152,"Employed","University","7","Man",1,"Bachelor degree","Poland","18-24 years old","European"
"59153",59153,"Employed","Online Course","12","Man",6,"Bachelor degree","Sri Lanka","25-34 years old","Multiracial"
"59158",59158,"Employed","University","9","Man",5,"Bachelor degree","Mexico","25-34 years old","Asian"
"59161",59161,"Employed","Online Course","15","Woman",12,"Master's degree","Colombia","25-34 years old","European"
"59162",59162,"Employed","Other","26","Man",26,"Secondary school","United States of America","35-44 years old","Multiracial"
"59163",59163,"Employed","Online Course","5","Man",3,"Bachelor degree","United States of America","18-24 years old","White"
"59164",59164,"Employed","University","15","Woman",12,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","Multiracial"
"59165",59165,"Employed","Other","3","Man",2,"Other","Egypt","18-24 years old","African"
"59168",59168,"Employed","University","15","Man",1,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","White"
"59169",59169,"Other","Other","37","Man",35,"Associate degree","United States of America","55-64 years old","White"
"59171",59171,"Employed","Online Course","45","Man",40,"Secondary school","United States of America","55-64 years old","White"
"59172",59172,"Employed","Online Course","29","Woman",29,"Bachelor degree","United States of America","45-54 years old","Other"
"59175",59175,"Employed","Other","20","Man",20,"Master's degree","United States of America","45-54 years old","Indian"
"59176",59176,"Employed","Other","17","Man",4,"Bachelor degree","Turkey","25-34 years old","Multiracial"
"59177",59177,"Employed","University","20","Man",12,"Bachelor degree","United States of America","25-34 years old","White"
"59178",59178,"Employed","University","5","Man",5,"Master's degree","Finland","25-34 years old","Multiracial"
"59181",59181,"Employed","University","13","Man",9,"Master's degree","India","25-34 years old","Indian"
"59182",59182,"Employed","University","13","Man",5,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"59187",59187,"Employed","University","3","Man",1,"Bachelor degree","Kazakhstan","18-24 years old","Multiracial"
"59190",59190,"Employed","University","12","Man",7,"Bachelor degree","Canada","25-34 years old","Multiracial"
"59191",59191,"Employed","University","7","Man",3,"Bachelor degree","Denmark","25-34 years old","European"
"59192",59192,"Employed","University","6","Man",10,"Bachelor degree","United States of America","25-34 years old","White"
"59193",59193,"Employed","Other","15","Man",11,"Master's degree","Netherlands","35-44 years old","African"
"59194",59194,"Employed","University","15","Man",8,"Bachelor degree","Brazil","25-34 years old","White"
"59199",59199,"Employed","University","30","Man",32,"Secondary school","Italy","45-54 years old","Multiracial"
"59201",59201,"Employed","University","18","Man",3,"Master's degree","Germany","25-34 years old","Multiracial"
"59202",59202,"Employed","University","6","Man",2,"Master's degree","Pakistan","25-34 years old","Asian"
"59204",59204,"Employed","University","13","Man",4,"Bachelor degree","United States of America","25-34 years old","White"
"59207",59207,"Employed","University","8","Woman",4,"Other","Brazil","25-34 years old","Multiracial"
"59211",59211,"Employed","University","20","Man",16,"Bachelor degree","Brazil","35-44 years old","Multiracial"
"59212",59212,"Employed","Online Course","3","Man",2,"Bachelor degree","South Africa","18-24 years old","Multiracial"
"59215",59215,"Employed","University","40","Man",25,"Associate degree","United States of America","45-54 years old","White"
"59216",59216,"Employed","University","40","Man",40,"Master's degree","Israel","45-54 years old","Multiracial"
"59217",59217,"Employed","University","15","Man",20,"Bachelor degree","United States of America","35-44 years old","White"
"59218",59218,"Employed","University","37","Man",30,"Master's degree","United States of America","55-64 years old","White"
"59219",59219,"Employed","University","5","Man",3,"Associate degree","Iran, Islamic Republic of...","18-24 years old","Multiracial"
"59227",59227,"Employed","University","31","Man",40,"Associate degree","United States of America","55-64 years old","White"
"59229",59229,"Employed","Online Course","7","Man",8,"Master's degree","Germany","25-34 years old","European"
"59231",59231,"Employed","University","14","Man",13,"Associate degree","Bolivia","25-34 years old","Multiracial"
"59232",59232,"Employed","Online Course","9","Man",9,"Bachelor degree","Iran, Islamic Republic of...","25-34 years old","Asian"
"59233",59233,"Employed","University","12","Man",12,"Bachelor degree","United States of America","35-44 years old","White"
"59236",59236,"Employed","Online Course","11","Man",1,"Other","United States of America","18-24 years old","White"
"59238",59238,"Employed","University","10","Man",7,"Bachelor degree","United States of America","25-34 years old","White"
"59240",59240,"Employed","University","9","Man",1,"Other","United Kingdom of Great Britain and Northern Ireland","18-24 years old","Multiracial"
"59241",59241,"Employed","Online Course","4","Man",4,"Bachelor degree","United States of America","25-34 years old","White"
"59242",59242,"Employed","University","5","Woman",2,"Other","Argentina","25-34 years old","Multiracial"
"59245",59245,"Employed","University","21","Man",16,"Master's degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","Multiracial"
"59246",59246,"Employed","University","7","Man",5,"Master's degree","Netherlands","18-24 years old","European"
"59248",59248,"Employed","University","6","Man",3,"Bachelor degree","Sri Lanka","25-34 years old","Multiracial"
"59250",59250,"Employed","University","24","Man",20,"Bachelor degree","United States of America","35-44 years old","White"
"59251",59251,"Employed","Online Course","1","Man",1,"Bachelor degree","Croatia","18-24 years old","Multiracial"
"59254",59254,"Employed","University","5","Man",4,"Secondary school","Switzerland","18-24 years old","European"
"59255",59255,"Employed","University","2","Man",1,"Other","Brazil","18-24 years old","White"
"59256",59256,"Employed","Bootcamp","3","Man",3,"Bachelor degree","Portugal","25-34 years old","European"
"59257",59257,"Employed","University","9","Man",8,"Bachelor degree","Romania","25-34 years old","European"
"59262",59262,"Employed","University","21","Man",19,"Bachelor degree","United States of America","35-44 years old","European"
"59263",59263,"Employed","University","15","Man",10,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59266",59266,"Employed","University","17","Man",12,"Professional degree","Russian Federation","25-34 years old","Other"
"59267",59267,"Employed","University","11","Man",9,"Bachelor degree","United States of America","25-34 years old","White"
"59268",59268,"Employed","Online Course","2","Other",7,"Bachelor degree","India","25-34 years old","Multiracial"
"59271",59271,"Employed","Online Course","18","Man",20,"Bachelor degree","United States of America","35-44 years old","White"
"59272",59272,"Employed","Online Course","13","Man",10,"Bachelor degree","Belarus","25-34 years old","European"
"59274",59274,"Employed","Bootcamp","3","Man",2,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59275",59275,"Employed","University","14","Man",8,"Master's degree","Netherlands","25-34 years old","European"
"59276",59276,"Employed","University","4","Man",5,"Bachelor degree","Brazil","18-24 years old","Multiracial"
"59277",59277,"Employed","Bootcamp","38","Man",38,"Other","United States of America","45-54 years old","White"
"59278",59278,"Employed","University","10","Man",4,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59281",59281,"Employed","University","15","Man",10,"Bachelor degree","Ukraine","25-34 years old","Multiracial"
"59282",59282,"Employed","University","6","Man",1,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","18-24 years old","White"
"59283",59283,"Employed","University","14","Man",9,"Bachelor degree","United States of America","25-34 years old","White"
"59284",59284,"Employed","University","2","Man",3,"Other","United States of America","18-24 years old","Asian"
"59285",59285,"Employed","Online Course","4","Man",9,"Bachelor degree","United States of America","25-34 years old","Other"
"59290",59290,"Employed","Online Course","5","Man",5,"Bachelor degree","Russian Federation","25-34 years old","Multiracial"
"59293",59293,"Other","University","15","Man",13,"Other","Mexico","25-34 years old","Multiracial"
"59294",59294,"Employed","University","8","Man",8,"Master's degree","United States of America","25-34 years old","White"
"59298",59298,"Employed","Online Course","11","Other",10,"Master's degree","United States of America","25-34 years old","White"
"59300",59300,"Employed","University","12","Man",5,"Other","Argentina","25-34 years old","Multiracial"
"59301",59301,"Employed","University","5","Woman",3,"Associate degree","United States of America","35-44 years old","White"
"59302",59302,"Employed","University","8","Man",6,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59304",59304,"Employed","University","20","Man",9,"Bachelor degree","Germany","25-34 years old","European"
"59305",59305,"Employed","University","43","Man",38,"Master's degree","United States of America","45-54 years old","Multiracial"
"59306",59306,"Employed","University","24","Man",10,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59308",59308,"Employed","University","12","Man",6,"Master's degree","Italy","25-34 years old","European"
"59314",59314,"Employed","University","5","Woman",1,"Master's degree","Italy","18-24 years old","Multiracial"
"59315",59315,"Employed","University","12","Man",8,"Bachelor degree","Bangladesh","25-34 years old","Asian"
"59317",59317,"Employed","University","22","Man",22,"Bachelor degree","United States of America","35-44 years old","White"
"59319",59319,"Other","University","21","Man",18,"Master's degree","Brazil","35-44 years old","Multiracial"
"59321",59321,"Employed","University","18","Man",20,"Other","United Kingdom of Great Britain and Northern Ireland","35-44 years old","White"
"59322",59322,"Employed","University","7","Man",7,"Bachelor degree","United Republic of Tanzania","25-34 years old","Multiracial"
"59323",59323,"Employed","University","8","Woman",10,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59324",59324,"Employed","Bootcamp","3","Man",4,"Master's degree","Germany","25-34 years old","Multiracial"
"59326",59326,"Employed","University","3","Man",0,"Bachelor degree","India","18-24 years old","Multiracial"
"59327",59327,"Employed","Online Course","5","Man",3,"Secondary school","Guatemala","18-24 years old","Multiracial"
"59329",59329,"Employed","University","14","Man",12,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59330",59330,"Employed","University","40","Man",25,"Doctoral degree","Germany","45-54 years old","European"
"59332",59332,"Employed","University","24","Man",10,"Doctoral degree","Switzerland","35-44 years old","Multiracial"
"59334",59334,"Employed","University","10","Man",7,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59337",59337,"Employed","University","21","Other",14,"Master's degree","Netherlands","25-34 years old","Multiracial"
"59338",59338,"Employed","Online Course","14","Man",12,"Other","Brazil","25-34 years old","Multiracial"
"59341",59341,"Employed","University","6","Man",23,"Bachelor degree","United States of America","35-44 years old","White"
"59343",59343,"Other","University","11","Man",8,"Master's degree","Russian Federation","25-34 years old","European"
"59344",59344,"Employed","Online Course","10","Other",1,"Bachelor degree","United States of America","25-34 years old","White"
"59345",59345,"Employed","University","9","Man",5,"Other","Nicaragua","25-34 years old","Multiracial"
"59349",59349,"Employed","University","6","Man",3,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59351",59351,"Other","University","11","Man",7,"Master's degree","Poland","25-34 years old","European"
"59354",59354,"Employed","Online Course","2","Man",2,"Other","Dominican Republic","18-24 years old","Multiracial"
"59358",59358,"Employed","University","18","Man",25,"Bachelor degree","Brazil","35-44 years old","Multiracial"
"59359",59359,"Employed","Online Course","36","Man",35,"Bachelor degree","Russian Federation","45-54 years old","European"
"59360",59360,"Employed","University","8","Man",2,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"59366",59366,"Employed","Online Course","8","Man",4,"Bachelor degree","Canada","25-34 years old","Multiracial"
"59369",59369,"Employed","University","8","Man",5,"Bachelor degree","United States of America","25-34 years old","White"
"59370",59370,"Employed","University","10","Man",10,"Master's degree","Brazil","25-34 years old","Multiracial"
"59377",59377,"Employed","University","35","Man",26,"Master's degree","Sweden","45-54 years old","European"
"59378",59378,"Employed","University","6","Man",2,"Bachelor degree","United States of America","18-24 years old","White"
"59382",59382,"Employed","University","16","Man",9,"Master's degree","Cyprus","25-34 years old","European"
"59383",59383,"Employed","University","35","Man",30,"Master's degree","New Zealand","45-54 years old","European"
"59386",59386,"Employed","University","24","Man",12,"Other","United States of America","35-44 years old","White"
"59387",59387,"Employed","Bootcamp","24","Man",24,"Bachelor degree","United States of America","45-54 years old","White"
"59389",59389,"Employed","University","11","Man",10,"Bachelor degree","Germany","25-34 years old","European"
"59390",59390,"Employed","Other","1","Man",1,"Bachelor degree","India","18-24 years old","Indian"
"59391",59391,"Employed","University","6","Man",1,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59392",59392,"Employed","University","13","Man",7,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"59393",59393,"Employed","University","11","Man",10,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59395",59395,"Employed","University","18","Man",11,"Master's degree","Switzerland","25-34 years old","European"
"59397",59397,"Employed","University","28","Man",22,"Bachelor degree","United States of America","35-44 years old","White"
"59398",59398,"Employed","University","17","Man",18,"Associate degree","United States of America","25-34 years old","White"
"59399",59399,"Employed","University","12","Man",8,"Master's degree","Switzerland","25-34 years old","Multiracial"
"59400",59400,"Other","University","45","Man",36,"Professional degree","Netherlands","55-64 years old","European"
"59402",59402,"Employed","Online Course","25","Man",20,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"59403",59403,"Other","University","15","Man",14,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","White"
"59405",59405,"Employed","Online Course","20","Man",17,"Bachelor degree","Brazil","35-44 years old","Multiracial"
"59407",59407,"Employed","University","11","Woman",7,"Bachelor degree","United States of America","25-34 years old","White"
"59409",59409,"Other","University","More than 50 years","Man",44,"Master's degree","Canada","65 years or older","Other"
"59410",59410,"Employed","University","15","Man",9,"Master's degree","United States of America","25-34 years old","Multiracial"
"59411",59411,"Employed","University","35","Man",25,"Bachelor degree","Mexico","45-54 years old","Multiracial"
"59414",59414,"Employed","Online Course","7","Woman",10,"Bachelor degree","Brazil","65 years or older","Multiracial"
"59415",59415,"Employed","Bootcamp","8","Man",5,"Bachelor degree","Brazil","18-24 years old","Multiracial"
"59418",59418,"Employed","Online Course","7","Man",6,"Other","Zimbabwe","35-44 years old","African"
"59426",59426,"Employed","Other","20","Man",15,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","Multiracial"
"59428",59428,"Employed","University","7","Man",1,"Bachelor degree","Brazil","18-24 years old","Multiracial"
"59430",59430,"Employed","University","3","Man",3,"Bachelor degree","Brazil","35-44 years old","Other"
"59431",59431,"Employed","Other","5","Man",4,"Bachelor degree","Nigeria","25-34 years old","Multiracial"
"59434",59434,"Employed","University","39","Man",31,"Bachelor degree","United States of America","45-54 years old","White"
"59435",59435,"Employed","Bootcamp","10","Man",8,"Bachelor degree","Saudi Arabia","35-44 years old","Multiracial"
"59438",59438,"Employed","University","9","Man",9,"Master's degree","United States of America","25-34 years old","Multiracial"
"59439",59439,"Employed","Bootcamp","5","Woman",4,"Bachelor degree","United States of America","25-34 years old","White"
"59442",59442,"Employed","University","20","Man",17,"Other","Poland","35-44 years old","Multiracial"
"59443",59443,"Employed","Bootcamp","7","Man",7,"Bachelor degree","United States of America","35-44 years old","White"
"59447",59447,"Employed","Online Course","9","Man",3,"Bachelor degree","Colombia","25-34 years old","Multiracial"
"59454",59454,"Employed","Online Course","29","Man",26,"Other","United States of America","35-44 years old","White"
"59455",59455,"Employed","University","14","Woman",6,"Master's degree","United States of America","25-34 years old","Multiracial"
"59457",59457,"Employed","University","13","Man",11,"Associate degree","United States of America","35-44 years old","White"
"59460",59460,"Employed","University","12","Other",8,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","Multiracial"
"59463",59463,"Employed","University","14","Woman",9,"Bachelor degree","Chile","25-34 years old","Multiracial"
"59465",59465,"Employed","Online Course","20","Man",20,"Bachelor degree","Brazil","45-54 years old","Multiracial"
"59470",59470,"Employed","Other","32","Man",17,"Bachelor degree","United States of America","35-44 years old","White"
"59472",59472,"Employed","University","14","Man",7,"Bachelor degree","United States of America","25-34 years old","White"
"59474",59474,"Employed","Online Course","4","Man",4,"Bachelor degree","Peru","25-34 years old","Multiracial"
"59476",59476,"Employed","University","12","Man",7,"Master's degree","Austria","25-34 years old","European"
"59479",59479,"Employed","Online Course","10","Man",6,"Secondary school","United States of America","18-24 years old","White"
"59481",59481,"Employed","Online Course","5","Man",16,"Bachelor degree","Malaysia","35-44 years old","Asian"
"59482",59482,"Employed","University","7","Man",5,"Associate degree","Spain","25-34 years old","European"
"59484",59484,"Employed","University","19","Man",14,"Bachelor degree","United States of America","35-44 years old","White"
"59485",59485,"Employed","Online Course","3","Man",20,"Professional degree","United Kingdom of Great Britain and Northern Ireland","45-54 years old","White"
"59486",59486,"Employed","University","12","Woman",4,"Bachelor degree","United States of America","25-34 years old","White"
"59488",59488,"Employed","University","5","Man",2,"Bachelor degree","Poland","25-34 years old","Multiracial"
"59489",59489,"Employed","University","23","Man",23,"Master's degree","United States of America","45-54 years old","Multiracial"
"59490",59490,"Employed","University","7","Man",12,"Associate degree","Brazil","25-34 years old","Multiracial"
"59493",59493,"Other","University","14","Other",7,"Master's degree","Germany","25-34 years old","European"
"59495",59495,"Other","University","30","Man",4,"Bachelor degree","Poland","35-44 years old","European"
"59498",59498,"Employed","University","7","Man",5,"Bachelor degree","Finland","25-34 years old","Multiracial"
"59500",59500,"Employed","Bootcamp","10","Man",8,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59503",59503,"Employed","University","22","Man",12,"Master's degree","United States of America","35-44 years old","White"
"59505",59505,"Employed","Other","9","Man",9,"Bachelor degree","Germany","35-44 years old","European"
"59508",59508,"Other","Online Course","4","Woman",7,"Other","Ukraine","25-34 years old","Multiracial"
"59510",59510,"Employed","University","12","Man",8,"Bachelor degree","United States of America","25-34 years old","White"
"59511",59511,"Other","Bootcamp","30","Man",30,"Master's degree","Greece","45-54 years old","European"
"59512",59512,"Employed","Online Course","25","Man",17,"Master's degree","United States of America","35-44 years old","European"
"59515",59515,"Employed","Online Course","10","Man",15,"Bachelor degree","Turkey","25-34 years old","Multiracial"
"59516",59516,"Employed","University","25","Man",22,"Other","United States of America","35-44 years old","White"
"59517",59517,"Other","University","21","Man",16,"Master's degree","France","35-44 years old","European"
"59520",59520,"Employed","Online Course","7","Man",5,"Master's degree","Germany","25-34 years old","Multiracial"
"59522",59522,"Employed","University","10","Man",3,"Bachelor degree","United States of America","25-34 years old","White"
"59526",59526,"Employed","Online Course","14","Other",1,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"59529",59529,"Employed","Other","41","Man",34,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","55-64 years old","European"
"59535",59535,"Employed","University","10","Other",8,"Other","United States of America","Prefer not to say","Multiracial"
"59541",59541,"Other","Online Course","12","Man",12,"Other","Brazil","25-34 years old","Multiracial"
"59544",59544,"Employed","University","13","Man",9,"Bachelor degree","United States of America","25-34 years old","White"
"59549",59549,"Employed","University","45","Man",30,"Master's degree","Denmark","55-64 years old","Multiracial"
"59551",59551,"Employed","University","18","Man",10,"Bachelor degree","United States of America","25-34 years old","White"
"59553",59553,"Other","Other","35","Man",25,"Other","United Kingdom of Great Britain and Northern Ireland","35-44 years old","European"
"59559",59559,"Employed","University","20","Man",12,"Bachelor degree","El Salvador","35-44 years old","Multiracial"
"59560",59560,"Employed","University","12","Man",8,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59564",59564,"Employed","University","9","Man",5,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59568",59568,"Employed","University","22","Other",10,"Doctoral degree","Sweden","35-44 years old","Multiracial"
"59570",59570,"Employed","University","6","Man",2,"Bachelor degree","Chile","25-34 years old","Multiracial"
"59573",59573,"Employed","Online Course","8","Man",2,"Bachelor degree","India","18-24 years old","Indian"
"59574",59574,"Employed","Bootcamp","11","Man",6,"Bachelor degree","Brazil","18-24 years old","Multiracial"
"59575",59575,"Employed","University","27","Man",27,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"59580",59580,"Employed","University","40","Man",35,"Bachelor degree","Mexico","55-64 years old","Multiracial"
"59581",59581,"Employed","University","12","Man",9,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"59582",59582,"Employed","University","10","Man",3,"Bachelor degree","United States of America","18-24 years old","White"
"59583",59583,"Employed","University","13","Man",11,"Associate degree","Brazil","35-44 years old","Multiracial"
"59585",59585,"Employed","University","15","Man",13,"Other","Italy","35-44 years old","European"
"59587",59587,"Employed","University","10","Man",12,"Other","Brazil","25-34 years old","Multiracial"
"59589",59589,"Employed","University","40","Man",32,"Bachelor degree","Canada","55-64 years old","White"
"59590",59590,"Other","University","21","Man",12,"Doctoral degree","Italy","35-44 years old","European"
"59591",59591,"Employed","University","9","Man",1,"Bachelor degree","United States of America","18-24 years old","White"
"59598",59598,"Other","Online Course","18","Man",12,"Bachelor degree","France","25-34 years old","Multiracial"
"59600",59600,"Employed","University","18","Man",10,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"59602",59602,"Employed","Online Course","10","Man",3,"Master's degree","Russian Federation","18-24 years old","Multiracial"
"59603",59603,"Employed","Online Course","18","Man",14,"Other","Brazil","25-34 years old","Multiracial"
"59605",59605,"Employed","University","12","Man",10,"Master's degree","United States of America","35-44 years old","Multiracial"
"59607",59607,"Employed","University","41","Man",32,"Bachelor degree","New Zealand","45-54 years old","White"
"59610",59610,"Employed","Bootcamp","25","Man",30,"Bachelor degree","United States of America","45-54 years old","Multiracial"
"59611",59611,"Employed","University","7","Man",7,"Bachelor degree","Philippines","25-34 years old","Multiracial"
"59613",59613,"Employed","University","2","Man",2,"Other","Australia","25-34 years old","Multiracial"
"59614",59614,"Employed","Bootcamp","5","Man",4,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59616",59616,"Employed","University","11","Man",11,"Bachelor degree","Australia","25-34 years old","White"
"59617",59617,"Employed","Online Course","36","Man",36,"Professional degree","Brazil","55-64 years old","White"
"59618",59618,"Employed","University","24","Man",20,"Bachelor degree","United States of America","35-44 years old","White"
"59623",59623,"Employed","University","16","Man",15,"Master's degree","Philippines","25-34 years old","Multiracial"
"59624",59624,"Employed","Other","17","Man",15,"Bachelor degree","Brazil","35-44 years old","Multiracial"
"59625",59625,"Other","University","34","Man",33,"Master's degree","Brazil","45-54 years old","Multiracial"
"59627",59627,"Employed","Online Course","Less than 1 year","Woman",16,"Bachelor degree","Chile","25-34 years old","Multiracial"
"59628",59628,"Employed","University","16","Man",11,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59630",59630,"Employed","University","9","Man",4,"Bachelor degree","Colombia","25-34 years old","Multiracial"
"59631",59631,"Employed","Other","29","Man",18,"Associate degree","United States of America","35-44 years old","White"
"59632",59632,"Employed","University","5","Man",3,"Bachelor degree","United States of America","25-34 years old","Black"
"59633",59633,"Employed","University","8","Man",7,"Other","Australia","25-34 years old","White"
"59635",59635,"Employed","University","10","Woman",5,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59638",59638,"Employed","Other","40","Man",35,"Professional degree","Spain","45-54 years old","European"
"59639",59639,"Employed","University","31","Other",17,"Bachelor degree","Canada","35-44 years old","Multiracial"
"59641",59641,"Employed","University","6","Man",6,"Associate degree","El Salvador","25-34 years old","Multiracial"
"59643",59643,"Other","University","35","Man",30,"Master's degree","United States of America","55-64 years old","White"
"59644",59644,"Other","University","20","Man",15,"Master's degree","Poland","35-44 years old","Multiracial"
"59645",59645,"Employed","University","13","Man",9,"Master's degree","Mali","35-44 years old","Multiracial"
"59646",59646,"Employed","University","15","Man",9,"Master's degree","United States of America","35-44 years old","Multiracial"
"59648",59648,"Employed","University","8","Man",4,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"59650",59650,"Employed","University","More than 50 years","Man",50,"Bachelor degree","United States of America","65 years or older","Multiracial"
"59652",59652,"Employed","University","4","Man",5,"Other","Argentina","25-34 years old","Multiracial"
"59653",59653,"Employed","University","11","Man",10,"Master's degree","United States of America","35-44 years old","Multiracial"
"59654",59654,"Employed","University","16","Man",12,"Other","Russian Federation","25-34 years old","Multiracial"
"59656",59656,"Employed","University","38","Man",21,"Master's degree","Spain","45-54 years old","Multiracial"
"59657",59657,"Employed","University","25","Man",15,"Master's degree","Australia","35-44 years old","Indian"
"59659",59659,"Employed","University","12","Man",5,"Master's degree","France","25-34 years old","European"
"59661",59661,"Employed","Bootcamp","13","Man",15,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"59662",59662,"Employed","Online Course","19","Man",21,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"59665",59665,"Employed","University","11","Man",5,"Master's degree","United States of America","25-34 years old","Multiracial"
"59666",59666,"Employed","Online Course","36","Man",30,"Bachelor degree","United States of America","45-54 years old","Multiracial"
"59667",59667,"Employed","Bootcamp","5","Man",12,"Bachelor degree","United States of America","25-34 years old","White"
"59668",59668,"Employed","University","20","Man",20,"Bachelor degree","United States of America","45-54 years old","White"
"59670",59670,"Employed","University","5","Man",1,"Bachelor degree","United States of America","25-34 years old","Asian"
"59671",59671,"Employed","University","2","Man",1,"Bachelor degree","United States of America","25-34 years old","White"
"59675",59675,"Employed","Online Course","5","Man",5,"Associate degree","Canada","25-34 years old","Multiracial"
"59676",59676,"Employed","Bootcamp","3","Man",3,"Other","Argentina","25-34 years old","Multiracial"
"59677",59677,"Employed","Bootcamp","3","Man",3,"Master's degree","Colombia","25-34 years old","Multiracial"
"59678",59678,"Employed","University","10","Man",8,"Master's degree","United States of America","35-44 years old","White"
"59681",59681,"Employed","University","17","Man",10,"Bachelor degree","New Zealand","25-34 years old","White"
"59682",59682,"Employed","Online Course","13","Man",17,"Master's degree","United States of America","25-34 years old","White"
"59683",59683,"Employed","University","40","Man",38,"Bachelor degree","United States of America","55-64 years old","White"
"59686",59686,"Employed","University","3","Woman",2,"Secondary school","Argentina","25-34 years old","Multiracial"
"59691",59691,"Employed","Online Course","3","Man",8,"Master's degree","Mali","25-34 years old","Multiracial"
"59693",59693,"Employed","University","10","Man",4,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","Multiracial"
"59697",59697,"Employed","Online Course","18","Man",15,"Bachelor degree","Venezuela, Bolivarian Republic of...","35-44 years old","Multiracial"
"59699",59699,"Employed","University","8","Man",5,"Other","Brazil","25-34 years old","Multiracial"
"59702",59702,"Employed","Other","13","Man",10,"Bachelor degree","Canada","25-34 years old","Multiracial"
"59706",59706,"Other","University","41","Man",39,"Bachelor degree","Canada","65 years or older","Multiracial"
"59711",59711,"Employed","Online Course","19","Man",9,"Master's degree","United States of America","25-34 years old","White"
"59713",59713,"Employed","University","15","Man",5,"Other","Costa Rica","35-44 years old","Multiracial"
"59714",59714,"Employed","Online Course","1","Man",1,"Professional degree","United States of America","25-34 years old","Multiracial"
